Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Moeda,Valor_anuncio,Tipo_anuncio,Valor_anuncio_float
"Rua Comendador Gabriel Calfat, 51 ",Jardim Leonor,São Paulo,554,4,7,4,R$ 2.750.000,R$,2.750.000,,2750000.0
,Santo Amaro,São Paulo,250,3,6,2,R$ 1.600.000,R$,1.600.000,,1600000.0
"Rua Barbalha, 90 ",Alto da Lapa,São Paulo,229,3,2,2,R$ 949.000,R$,949.000,,949000.0
Rua Alfredo Pinheiro,Parque Continental,São Paulo,200,3,2,2,R$ 710.000,R$,710.000,,710000.0
"Rua Salvador Simões, 0 ",Vila Dom Pedro I,São Paulo,198,3,4,3,R$ 972.000,R$,972.000,,972000.0
"Rua Alexandre Teixeira, 85 ",Vila Euthalia,São Paulo,130,2,2,2,R$ 350.000,R$,350.000,,350000.0
Rua Irmã Amélia,Vila Prudente,São Paulo,147,3,3,3,R$ 820.000,R$,820.000,,820000.0
"Alameda dos Apetupás, 550 ",Planalto Paulista,São Paulo,400,4,4,4,R$ 2.100.000,R$,2.100.000,,2100000.0
Rua Agrovila,Campo Belo,São Paulo,178,3,3,3,R$ 1.250.000,R$,1.250.000,,1250000.0
Rua Doutor José Manoel de Figueiredo Netto,Santana,São Paulo,66,4,3,1,R$ 590.000,R$,590.000,,590000.0
Avenida Piassanguaba,Planalto Paulista,São Paulo,260,3,5,2,R$ 2.350.000,R$,2.350.000,,2350000.0
,Jardim Guedala,São Paulo,584,4,6,4,R$ 2.950.000,R$,2.950.000,,2950000.0
,Mooca,São Paulo,80,2,2,4,R$ 870.000,R$,870.000,,870000.0
"Rua Roncador, 11 ",Vila Corberi,São Paulo,100,3,1,2,R$ 340.000,R$,340.000,,340000.0
Rua Douro,São Judas,São Paulo,831,4,8,4,R$ 16.000.000,R$,16.000.000,,16000000.0
,Jardim América,São Paulo,617,4,4,8,R$ 9.500.000,R$,9.500.000,,9500000.0
,Alto da Lapa,São Paulo,180,4,2,4,R$ 1.290.000,R$,1.290.000,,1290000.0
Rua Aquiramun,Alto de Pinheiros,São Paulo,680,4,6,3,R$ 11.700.000,R$,11.700.000,,11700000.0
,Vila Gustavo,São Paulo,129,3,2,2,R$ 750.000,R$,750.000,,750000.0
Rua Maestro Elias Lobo,Jardim Paulista,São Paulo,191,3,4,1,R$ 2.590.000,R$,2.590.000,,2590000.0
"Rua Bariri, 0 ",Vila Carrão,São Paulo,170,3,2,4,R$ 630.000,R$,630.000,,630000.0
Rua Lourenço Castanho,Vila Nova Conceição,São Paulo,280,4,3,8,R$ 3.995.000,R$,3.995.000,,3995000.0
Rua Costa Aguiar,Ipiranga,São Paulo,220,3,4,4,R$ 1.490.000,R$,1.490.000,,1490000.0
Rua dos Franceses,Morro dos Ingleses,São Paulo,1039,6,7,20,R$ 22.000.000,R$,22.000.000,,22000000.0
Rua Marechal Santos Barreto,Vila Prudente,São Paulo,101,3,4,2,R$ 600.000,R$,600.000,,600000.0
"Rua Helena Ricceli Luchetti, 190 ",Parque Savoy City,São Paulo,160,3,2,2,R$ 580.000,R$,580.000,,580000.0
,Sumaré,São Paulo,631,4,5,6,R$ 3.500.000,R$,3.500.000,,3500000.0
,Jardim Franca,São Paulo,300,4,6,4,R$ 1.600.000,R$,1.600.000,,1600000.0
"Rua Dinamarca, 136 ",Jardim Europa,São Paulo,600,7,7,6,R$ 10.600.000,R$,10.600.000,,10600000.0
,Pacaembu,São Paulo,306,4,3,2,R$ 2.000.000,R$,2.000.000,,2000000.0
"Travessa Doutor Ezequiel Antunes de Oliveira, 103 ",Vila Nova Conceição,São Paulo,120,3,4,3,R$ 2.850.000,R$,2.850.000,,2850000.0
"Rua Ximbó, 410 ",Aclimação,São Paulo,140,4,3,4,R$ 800.000,R$,800.000,,800000.0
"Rua Chico de Paula, 514 ",Nossa Senhora do Ó,São Paulo,354,5,5,6,R$ 1.350.000,R$,1.350.000,,1350000.0
"Rua Gregório Lazzarini, 55 ",Jardim Três Marias,São Paulo,120,3,3,4,R$ 380.000,R$,380.000,,380000.0
"Rua Professor Guilherme Belfort Sabino, 230 ",Campininha,São Paulo,164,2,1,1,R$ 440.000,R$,440.000,,440000.0
Rua Califórnia,Cidade Monções,São Paulo,120,4,3,2,R$ 780.000,R$,780.000,,780000.0
"Rua Thomaz Antônio Villani, 50 ",Vila Santa Maria,São Paulo,140,3,2,3,R$ 780.000,R$,780.000,,780000.0
Rua Rodrigues de Campos Leite,Vila Ipojuca,São Paulo,135,3,4,2,R$ 799.000,R$,799.000,,799000.0
"Rua Nélio Batista Guimarães, 0 ",Parque Boturussu,São Paulo,171,3,1,4,R$ 420.000,R$,420.000,,420000.0
,Jardim Santo Amaro,São Paulo,240,2,4,6,R$ 1.800.000,R$,1.800.000,,1800000.0
"Rua Ipomeias, 289 ",Vila Bela,São Paulo,36,2,1,1,R$ 190.000,R$,190.000,,190000.0
Rua Arapuã,Vila Guarani (Z Sul),São Paulo,180,3,3,2,R$ 559.000,R$,559.000,,559000.0
,Jardim Ampliação,São Paulo,160,3,4,3,R$ 799.000,R$,799.000,,799000.0
Rua Kansas,Brooklin Paulista,São Paulo,200,3,1,10,R$ 2.240.000,R$,2.240.000,,2240000.0
Rua Amâncio Klein,Vila das Belezas,São Paulo,160,6,3,4,R$ 550.000,R$,550.000,,550000.0
,Vila Matilde,São Paulo,120,3,2,1,R$ 530.000,R$,530.000,,530000.0
,Vila Ida,São Paulo,255,3,5,3,R$ 2.200.000,R$,2.200.000,,2200000.0
"Rua Dorandia, 62 ",Jardim Brasil (Zona Norte),São Paulo,100,4,3,4,R$ 600.000,R$,600.000,,600000.0
Avenida George Saville Dodd,Jardim Guedala,São Paulo,770,4,1,6,R$ 7.000.000,R$,7.000.000,,7000000.0
Rua General Vitorino Monteiro,Vila Romana,São Paulo,450,5,5,4,R$ 2.100.000,R$,2.100.000,,2100000.0
Rua São Borja,Cidade Vargas,São Paulo,480,3,2,4,R$ 1.060.000,R$,1.060.000,,1060000.0
"Rua José de Freitas Guimarães, 353 ",Pacaembu,São Paulo,400,2,5,3,R$ 2.150.000,R$,2.150.000,,2150000.0
,Vila Prudente,São Paulo,296,3,5,6,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Doutor Octávio de Oliveira Santos,Brooklin Paulista,São Paulo,200,3,4,2,R$ 1.070.000,R$,1.070.000,,1070000.0
,Jardim Guedala,São Paulo,400,4,3,4,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Cássio Martins Vilaça,Pacaembu,São Paulo,288,4,5,3,R$ 2.890.000,R$,2.890.000,,2890000.0
Rua Deolinda de Oliveira,Vila Moraes,São Paulo,150,3,2,2,R$ 435.000,R$,435.000,,435000.0
"Rua Mateus Clemente, 0 ",Jardim Alvorada (Zona Oeste),São Paulo,180,3,4,3,R$ 450.000,R$,450.000,,450000.0
Rua Doutor Martins de Oliveira,Jardim Londrina,São Paulo,300,4,4,2,R$ 1.290.000,R$,1.290.000,,1290000.0
,Jardim Guedala,São Paulo,750,4,7,4,R$ 6.900.000,R$,6.900.000,,6900000.0
"Rua Teviot, 50 ",Vila Nova Conceição,São Paulo,120,2,2,2,R$ 1.620.000,R$,1.620.000,,1620000.0
,Vila Nova Conceição,São Paulo,190,3,3,2,R$ 2.290.000,R$,2.290.000,,2290000.0
,Jardim Guedala,São Paulo,755,4,7,4,R$ 6.900.000,R$,6.900.000,,6900000.0
"Rua Teviot, 50 ",Vila Nova Conceição,São Paulo,125,2,2,2,R$ 1.620.000,R$,1.620.000,,1620000.0
,Vila Nova Conceição,São Paulo,195,3,3,2,R$ 2.290.000,R$,2.290.000,,2290000.0
"Rua Professor Alfredo Ashcar, 185 ",Jardim Leonor,São Paulo,250,3,5,4,R$ 1.200.000,R$,1.200.000,,1200000.0
"Rua Barão de Juparanã, 666 ",Vila Zelina,São Paulo,230,5,5,2,R$ 990.000,R$,990.000,,990000.0
,Vila Madalena,São Paulo,391,4,5,4,R$ 2.850.000,R$,2.850.000,,2850000.0
"Rua Albertina, 135 ",Tremembé,São Paulo,440,3,5,5,R$ 1.780.000,R$,1.780.000,,1780000.0
Travessa Doutor Ezequiel Antunes de Oliveira,Vila Nova Conceição,São Paulo,170,3,5,3,R$ 2.400.000,R$,2.400.000,,2400000.0
Praça Doutor João Guilherme Flocke,Vila Madalena,São Paulo,380,7,5,6,R$ 3.200.000,R$,3.200.000,,3200000.0
"Rua Laurindo Sbampato, 62 ",Vila Guilherme,São Paulo,130,3,2,2,R$ 660.000,R$,660.000,,660000.0
"Rua Santos Dumont, 438 ",Jardim Petrópolis,São Paulo,763,5,6,4,R$ 3.490.000,R$,3.490.000,,3490000.0
Rua São Leônidas,Santo Amaro,São Paulo,232,3,2,3,R$ 1.000.000,R$,1.000.000,,1000000.0
Rua Iraci,Jardim Paulistano,São Paulo,136,3,4,3,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua dos Franceses,Morro dos Ingleses,São Paulo,125,3,2,2,R$ 1.150.000,R$,1.150.000,,1150000.0
Rua Madalena,Vila Madalena,São Paulo,488,4,6,3,R$ 2.950.000,R$,2.950.000,,2950000.0
Rua Murajuba,Alto de Pinheiros,São Paulo,1530,4,6,6,R$ 9.890.000,R$,9.890.000,,9890000.0
Rua Doutor Roberto Moreira,Jardim Leonor,São Paulo,700,3,8,6,R$ 4.000.000,R$,4.000.000,,4000000.0
,Alto da Lapa,São Paulo,135,1,2,4,R$ 1.550.000,R$,1.550.000,,1550000.0
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,5,10,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Professora Sebastiana Silva Minhoto,Tatuapé,São Paulo,147,2,3,3,R$ 690.000,R$,690.000,,690000.0
"Rua Caropá, 652 ",Vila Madalena,São Paulo,192,3,3,2,R$ 1.600.000,R$,1.600.000,,1600000.0
Rua Meru,Parque da Vila Prudente,São Paulo,201,3,3,4,R$ 960.000,R$,960.000,,960000.0
Rua Mateus Martins do Prado,Parque Alves de Lima,São Paulo,158,4,4,2,R$ 820.000,R$,820.000,,820000.0
Rua Gregório Paes de Almeida,Vila Madalena,São Paulo,280,3,3,4,R$ 2.500.000,R$,2.500.000,,2500000.0
"Rua dos Alcatrazes, 304 ",Chácara Flora,São Paulo,1300,5,8,9,R$ 10.000.000,R$,10.000.000,,10000000.0
"Rua Ovídio Lopes, 157 ",Parque Boturussu,São Paulo,125,2,1,1,R$ 315.000,R$,315.000,,315000.0
Rua Lourenço de Azevedo,Vila Morse,São Paulo,240,3,2,3,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Marcos Lopes,Vila Nova Conceição,São Paulo,200,5,5,3,R$ 3.880.000,R$,3.880.000,,3880000.0
,Jardim Camargo Novo,São Paulo,300,4,5,7,R$ 950.000,R$,950.000,,950000.0
,Chácara Santo Antônio (Zona Sul),São Paulo,150,3,2,1,R$ 795.000,R$,795.000,,795000.0
"Rua Pero Correia, 892 ",Vila Mariana,São Paulo,350,6,4,10,R$ 1.700.000,R$,1.700.000,,1700000.0
"Rua Iramaia, 50 ",Jardim Europa,São Paulo,210,4,3,3,R$ 2.300.000,R$,2.300.000,,2300000.0
,Jardim dos Estados,São Paulo,514,4,6,6,R$ 2.800.000,R$,2.800.000,,2800000.0
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,237,3,4,3,R$ 3.200.000,R$,3.200.000,,3200000.0
Rua Américo Brasiliense,Alto da Boa Vista,São Paulo,350,4,6,4,R$ 2.200.000,R$,2.200.000,,2200000.0
"Rua Bernardino de Campos, 816 ",Campo Belo,São Paulo,320,3,5,2,R$ 1.740.000,R$,1.740.000,,1740000.0
"Rua Mestre João, 198 ",Jardim Vila Formosa,São Paulo,250,4,2,4,R$ 800.000,R$,800.000,,800000.0
,Jardim Planalto,São Paulo,130,3,3,2,R$ 390.000,R$,390.000,,390000.0
"Avenida Comendador Adibo Ares, 1230 ",Morumbi,São Paulo,686,5,6,5,R$ 3.350.000,R$,3.350.000,,3350000.0
,Santana,São Paulo,300,4,6,4,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Professor Nova Gomes,Vila Madalena,São Paulo,261,3,5,2,R$ 1.800.000,R$,1.800.000,,1800000.0
,Pacaembu,São Paulo,390,4,3,4,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua José Ubaldo Lomônaco,Jardim da Glória,São Paulo,430,5,6,4,R$ 3.150.000,R$,3.150.000,,3150000.0
"Rua Ícaro Sydow, 77 ",Cidade Jardim,São Paulo,726,4,6,8,R$ 3.600.000,R$,3.600.000,,3600000.0
,Jardim Patente Novo,São Paulo,219,3,3,2,R$ 475.000,R$,475.000,,475000.0
Rua Angatuba,Pacaembu,São Paulo,380,3,4,2,R$ 5.600.000,R$,5.600.000,,5600000.0
Rua Joana Martins Castilho,Vila Água Funda,São Paulo,200,2,2,3,R$ 540.000,R$,540.000,,540000.0
,Jardim das Camélias,São Paulo,1700,4,7,13,R$ 3.300.000,R$,3.300.000,,3300000.0
"Rua Miranda Guerra, 321 ",Jardim Petrópolis,São Paulo,250,4,4,3,R$ 1.450.000,R$,1.450.000,,1450000.0
,Jardim Virginia Bianca,São Paulo,200,2,3,4,R$ 1.090.000,R$,1.090.000,,1090000.0
Rua Itatinga,Pacaembu,São Paulo,350,4,6,4,R$ 3.000.000,R$,3.000.000,,3000000.0
"Rua Baguassu, 67 ",Vila Regente Feijó,São Paulo,288,3,3,3,R$ 1.980.000,R$,1.980.000,,1980000.0
Rua Dona Germaine Burchard,Água Branca,São Paulo,110,3,1,2,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Luisiania,Brooklin Paulista,São Paulo,249,4,5,4,R$ 2.200.000,R$,2.200.000,,2200000.0
,Jardim Morumbi,São Paulo,244,3,5,2,R$ 890.000,R$,890.000,,890000.0
Rua Pedro Madureira,Jardim São Paulo(Zona Norte),São Paulo,270,3,3,3,R$ 1.300.000,R$,1.300.000,,1300000.0
"Rua Bernardino Pinheiro, 164 ",Vila Rosaria,São Paulo,195,3,1,5,R$ 650.000,R$,650.000,,650000.0
"Rua Pedro Rodrigues Marques, 0 ",Jardim Ana Maria,São Paulo,88,2,3,2,R$ 360.000,R$,360.000,,360000.0
,Jardim Viana,São Paulo,273,3,4,3,R$ 1.600.000,R$,1.600.000,,1600000.0
Rua Matias Quevedo,Conjunto Residencial José Bonifácio,São Paulo,100,2,2,1,R$ 300.000,R$,300.000,,300000.0
,Jardim Franca,São Paulo,296,4,4,4,R$ 1.550.000,R$,1.550.000,,1550000.0
Rua Pirituba,Mirandópolis,São Paulo,120,2,2,2,R$ 1.000.000,R$,1.000.000,,1000000.0
Rua Rodolfo Arena,Vila Moraes,São Paulo,54,1,1,2,R$ 305.000,R$,305.000,,305000.0
Alameda dos Anapurus,Indianópolis,São Paulo,218,3,3,3,R$ 1.745.000,R$,1.745.000,,1745000.0
Rua Leme do Prado,Santo Amaro,São Paulo,300,3,3,2,R$ 1.420.000,R$,1.420.000,,1420000.0
,Jardim Célia (Zona Sul),São Paulo,266,4,3,3,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua Doutor Benedito Matarazzo,Parque Maria Helena,São Paulo,160,3,3,3,R$ 550.000,R$,550.000,,550000.0
Rua Desembargador Vicente Penteado,Jardim América,São Paulo,410,4,6,3,R$ 5.200.000,R$,5.200.000,,5200000.0
Rua Umburanas,Alto de Pinheiros,São Paulo,370,4,5,4,R$ 4.100.000,R$,4.100.000,,4100000.0
,Morumbi,São Paulo,566,4,7,8,R$ 3.500.000,R$,3.500.000,,3500000.0
,Parque Guarani,São Paulo,98,2,1,2,R$ 369.999,R$,369.999,,369999.0
Rua Conde D'Eu,Santo Amaro,São Paulo,312,4,3,3,R$ 1.700.000,R$,1.700.000,,1700000.0
Rua das Fiandeiras,Vila Olímpia,São Paulo,300,3,5,2,R$ 3.900.000,R$,3.900.000,,3900000.0
Rua Juvenal Galeno,Jardim da Saúde,São Paulo,280,3,5,7,R$ 1.389.000,R$,1.389.000,,1389000.0
"Rua Falchi Gianini, 497 ",Vila Prudente,São Paulo,120,3,2,3,R$ 565.000,R$,565.000,,565000.0
"Rua Erva Cidreira, 85 ",Jardim Vista Linda,São Paulo,160,3,3,2,R$ 689.900,R$,689.900,,689900.0
Alameda Casa Branca,Jardim Paulista,São Paulo,180,2,1,2,R$ 2.100.000,R$,2.100.000,,2100000.0
Rua General Fonseca Teles,Jardim Paulista,São Paulo,425,4,6,3,R$ 8.700.000,R$,8.700.000,,8700000.0
"Rua Aparaó, 68 ",Vila Inah,São Paulo,320,3,4,7,R$ 1.980.000,R$,1.980.000,,1980000.0
Rua Saramenha,Sumaré,São Paulo,300,4,4,4,R$ 1.650.000,R$,1.650.000,,1650000.0
,Vila Brasilina,São Paulo,187,3,1,5,R$ 690.000,R$,690.000,,690000.0
,Vila Antonieta,São Paulo,135,3,1,2,R$ 589.000,R$,589.000,,589000.0
"Rua Backer, 2 ",Cambuci,São Paulo,248,3,3,2,R$ 890.000,R$,890.000,,890000.0
Rua Duartina,Sumaré,São Paulo,345,4,3,6,R$ 2.800.000,R$,2.800.000,,2800000.0
Rua Estevão Baião,Vila Congonhas,São Paulo,125,2,2,1,R$ 600.000,R$,600.000,,600000.0
Rua Professor Athanassof,Cidade Patriarca,São Paulo,150,3,2,2,R$ 430.000,R$,430.000,,430000.0
"Rua Desembargador do Vale, 947 ",Perdizes,São Paulo,148,3,2,1,R$ 830.000,R$,830.000,,830000.0
Rua Carlos Malheiro Dias,Vila Pirituba,São Paulo,108,3,3,3,R$ 598.000,R$,598.000,,598000.0
Avenida Euclides,Vila Fachini,São Paulo,140,3,2,2,R$ 625.400,R$,625.400,,625400.0
Rua Murajuba,Alto de Pinheiros,São Paulo,300,2,4,2,R$ 3.350.000,R$,3.350.000,,3350000.0
,Jardim Europa,São Paulo,1510,5,5,20,R$ 65.000.000,R$,65.000.000,,65000000.0
,Vila Ema,São Paulo,88,2,2,3,R$ 470.000,R$,470.000,,470000.0
Rua Antônio de Gouveia Giudice,Alto de Pinheiros,São Paulo,340,4,7,3,R$ 4.250.000,R$,4.250.000,,4250000.0
Rua Antônio Carlos de Andrade,Veleiros,São Paulo,136,3,2,3,R$ 550.000,R$,550.000,,550000.0
Rua Marjorie Prado,Jardim Marajoara,São Paulo,400,4,6,4,R$ 1.200.000,R$,1.200.000,,1200000.0
"Rua Pedro Teixeira, 180 ",Vila Olímpia,São Paulo,135,3,3,1,R$ 1.100.000,R$,1.100.000,,1100000.0
,Jardim Morumbi,São Paulo,445,2,3,4,R$ 1.900.000,R$,1.900.000,,1900000.0
"Rua Porto Martins, 621 ",Brooklin Paulista,São Paulo,160,3,1,2,R$ 1.400.000,R$,1.400.000,,1400000.0
Rua Ernesto Nazaré,Alto de Pinheiros,São Paulo,434,4,4,5,R$ 3.900.000,R$,3.900.000,,3900000.0
,Vila Nova Conceição,São Paulo,270,4,3,2,R$ 2.995.000,R$,2.995.000,,2995000.0
"Rua Pedro Teixeira, 180 ",Vila Olímpia,São Paulo,140,3,3,1,R$ 1.100.000,R$,1.100.000,,1100000.0
,Jardim Morumbi,São Paulo,450,2,3,4,R$ 1.900.000,R$,1.900.000,,1900000.0
"Rua Porto Martins, 621 ",Brooklin Paulista,São Paulo,165,3,1,2,R$ 1.400.000,R$,1.400.000,,1400000.0
Rua Ernesto Nazaré,Alto de Pinheiros,São Paulo,439,4,4,5,R$ 3.900.000,R$,3.900.000,,3900000.0
,Vila Nova Conceição,São Paulo,275,4,3,2,R$ 2.995.000,R$,2.995.000,,2995000.0
,Alto de Pinheiros,São Paulo,426,4,7,5,R$ 2.700.000,R$,2.700.000,,2700000.0
,Boaçava,São Paulo,410,3,5,3,R$ 4.200.000,R$,4.200.000,,4200000.0
,Alto de Pinheiros,São Paulo,337,4,5,4,R$ 2.900.000,R$,2.900.000,,2900000.0
,Vila Morse,São Paulo,160,3,4,2,R$ 770.000,R$,770.000,,770000.0
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,200,2,1,2,R$ 2.900.000,R$,2.900.000,,2900000.0
Rua Orlando Chiodi,Vila Antônio dos Santos,São Paulo,150,3,2,1,R$ 420.000,R$,420.000,,420000.0
"Rua Princesa Leopoldina, 491 ",Alto da Lapa,São Paulo,150,3,2,4,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Geórgia,Brooklin Paulista,São Paulo,130,2,5,1,R$ 1.700.000,R$,1.700.000,,1700000.0
"Rua Januário Miraglia, 148 ",Vila Nova Conceição,São Paulo,180,3,1,4,R$ 2.980.000,R$,2.980.000,,2980000.0
Rua das Fiandeiras,Vila Olímpia,São Paulo,300,4,1,2,R$ 3.900.000,R$,3.900.000,,3900000.0
Rua Januário Cardoso,Vila Nova Conceição,São Paulo,550,2,4,2,R$ 15.500.000,R$,15.500.000,,15500000.0
"Rua Buarque, 317 ",Vila Inah,São Paulo,360,4,6,5,R$ 1.900.000,R$,1.900.000,,1900000.0
,Itaim Bibi,São Paulo,328,2,3,2,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Dona Ana Helena de Salles Gusmão,Jardim Paulistano,São Paulo,363,4,6,4,R$ 5.600.000,R$,5.600.000,,5600000.0
"Rua Vicente Pereira, 51 ",Barro Branco (Zona Norte),São Paulo,600,6,7,6,R$ 3.800.000,R$,3.800.000,,3800000.0
,Conjunto Residencial Vista Verde,São Paulo,120,3,2,2,R$ 585.000,R$,585.000,,585000.0
Rua Deodato Saraiva da Silva,Parque das Paineiras,São Paulo,300,3,2,1,R$ 550.000,R$,550.000,,550000.0
Rua Adelino Bertoli,Vila Dom Pedro II,São Paulo,274,4,3,2,R$ 600.000,R$,600.000,,600000.0
,Jardim Franca,São Paulo,150,3,5,8,R$ 2.000.000,R$,2.000.000,,2000000.0
,Cidade Jardim,São Paulo,720,4,5,4,R$ 4.700.000,R$,4.700.000,,4700000.0
Rua Marabá Paulista,Vila Bancária Munhoz,São Paulo,115,2,2,1,R$ 400.000,R$,400.000,,400000.0
"Rua Comendador Gabriel Calfat, 51 ",Jardim Leonor,São Paulo,554,4,7,3,R$ 2.350.000,R$,2.350.000,,2350000.0
Rua Emboabas,Brooklin Paulista,São Paulo,400,6,4,6,R$ 1.950.000,R$,1.950.000,,1950000.0
Rua Curuzu,Alto da Lapa,São Paulo,216,3,5,3,R$ 2.500.000,R$,2.500.000,,2500000.0
"Rua Doutor Manoel Maria Tourinho, 450 ",Pacaembu,São Paulo,400,3,3,8,R$ 5.995.500,R$,5.995.500,,5995500.0
,Jardim Paulistano,São Paulo,200,3,3,2,R$ 3.280.000,R$,3.280.000,,3280000.0
,Alto de Pinheiros,São Paulo,400,4,3,4,R$ 2.111.000,R$,2.111.000,,2111000.0
Rua Gaivota,Moema,São Paulo,360,4,6,3,R$ 4.490.000,R$,4.490.000,,4490000.0
Avenida Amarilis,Cidade Jardim,São Paulo,840,4,6,8,R$ 5.797.000,R$,5.797.000,,5797000.0
,Jardim Guedala,São Paulo,290,3,4,4,R$ 1.950.000,R$,1.950.000,,1950000.0
Rua Banibás,Alto de Pinheiros,São Paulo,203,3,4,4,R$ 2.800.000,R$,2.800.000,,2800000.0
,Morumbi,São Paulo,764,4,4,6,R$ 3.500.000,R$,3.500.000,,3500000.0
"Rua Afonso José de Carvalho, 32 ",Vila Madalena,São Paulo,300,2,1,2,R$ 1.595.000,R$,1.595.000,,1595000.0
"Avenida IV Centenário, 544 ",Jardim Luzitânia,São Paulo,675,8,6,9,R$ 9.900.000,R$,9.900.000,,9900000.0
Rua Rodrigues Seixas,Cidade Líder,São Paulo,50,2,1,1,R$ 200.000,R$,200.000,,200000.0
"Rua Mário Whately, 41 ",Alto da Lapa,São Paulo,200,3,1,3,R$ 1.280.000,R$,1.280.000,,1280000.0
,Parque São Domingos,São Paulo,250,4,4,4,R$ 1.150.000,R$,1.150.000,,1150000.0
"Rua Bernardino de Campos, 731 ",Campo Belo,São Paulo,180,3,3,2,R$ 900.000,R$,900.000,,900000.0
Rua Cruzeiro,Barra Funda,São Paulo,70,2,2,2,R$ 460.000,R$,460.000,,460000.0
Rua Mauricina,Vila Romana,São Paulo,150,2,3,3,R$ 1.280.000,R$,1.280.000,,1280000.0
,Jardim Leonor,São Paulo,506,4,5,6,R$ 3.500.000,R$,3.500.000,,3500000.0
"Rua Guararapes, 1536 ",Brooklin Paulista,São Paulo,130,3,1,2,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Cerro Corá,Vila Romana,São Paulo,98,2,2,1,R$ 791.000,R$,791.000,,791000.0
Rua Igaratinga,Vila Santa Clara,São Paulo,80,2,2,2,R$ 490.000,R$,490.000,,490000.0
"Rua Marco Aurélio, 1381 ",Vila Romana,São Paulo,270,3,2,1,R$ 950.000,R$,950.000,,950000.0
Rua Colorado,Vila Carioca,São Paulo,232,3,2,3,R$ 450.000,R$,450.000,,450000.0
Alameda dos Indígenas,Planalto Paulista,São Paulo,312,3,3,5,R$ 1.900.000,R$,1.900.000,,1900000.0
"Rua Domingos Furtado Valadares, 55 ",Jardim Consórcio,São Paulo,178,3,4,3,R$ 550.000,R$,550.000,,550000.0
"Rua Joaquim Nabuco, 2050 ",Brooklin Paulista,São Paulo,200,3,1,4,R$ 1.600.000,R$,1.600.000,,1600000.0
,Jardim Guedala,São Paulo,450,3,4,5,R$ 3.100.000,R$,3.100.000,,3100000.0
,Alto da Lapa,São Paulo,420,4,5,6,R$ 1.864.500,R$,1.864.500,,1864500.0
Rua Constantino de Sousa,Campo Belo,São Paulo,480,6,7,5,R$ 7.200.000,R$,7.200.000,,7200000.0
,Jardim Guedala,São Paulo,365,3,5,4,R$ 3.300.000,R$,3.300.000,,3300000.0
,Jardim Luzitânia,São Paulo,460,3,4,3,R$ 5.500.000,R$,5.500.000,,5500000.0
Rua Primavera,Jardim Paulista,São Paulo,665,4,4,6,R$ 5.500.000,R$,5.500.000,,5500000.0
"Rua Paulo Rafael, 51 ",Vila Hebe,São Paulo,110,2,2,2,R$ 480.000,R$,480.000,,480000.0
Rua Wanderley,Perdizes,São Paulo,600,6,6,4,R$ 2.300.000,R$,2.300.000,,2300000.0
Rua Wanderley,Perdizes,São Paulo,605,6,6,4,R$ 2.300.000,R$,2.300.000,,2300000.0
"Rua Álvaro Rodrigues, 1008 ",Vila Cordeiro,São Paulo,300,3,2,3,R$ 1.276.600,R$,1.276.600,,1276600.0
"Rua Doutor João Batista de Lacerda, 952 ",Quarta Parada,São Paulo,100,3,1,1,R$ 852.000,R$,852.000,,852000.0
"Rua Jandiro Joaquim Pereira, 211 ",Morumbi,São Paulo,436,4,5,4,R$ 1.600.000,R$,1.600.000,,1600000.0
,Jardim Guedala,São Paulo,650,4,7,5,R$ 4.500.000,R$,4.500.000,,4500000.0
"Rua Morais de Barros, 367 ",Campo Belo,São Paulo,140,4,2,8,R$ 2.020.000,R$,2.020.000,,2020000.0
"Rua Antônio Pereira Mendes, 98 ",Jardim Prudência,São Paulo,251,3,5,5,R$ 1.450.000,R$,1.450.000,,1450000.0
"Avenida Ceci, 679 ",Planalto Paulista,São Paulo,520,3,1,3,R$ 2.226.000,R$,2.226.000,,2226000.0
"Rua Turiassu, 189 ",Perdizes,São Paulo,300,8,4,1,R$ 2.000.000,R$,2.000.000,,2000000.0
Rua Itaperuna,Pacaembu,São Paulo,780,4,8,4,R$ 11.990.000,R$,11.990.000,,11990000.0
"Rua Boquim, 42 ",Vila Ida,São Paulo,235,3,4,6,R$ 2.240.000,R$,2.240.000,,2240000.0
Rua Barão de Loreto,Vila São José (Ipiranga),São Paulo,180,3,4,2,R$ 2.000.000,R$,2.000.000,,2000000.0
